players,nation,name,full_names,r1,r2
DEM Carter,Scotland,Darcey Carter,Darcey Elizabeth Morris Carter,D Carter,DEM Carter
NM Carter,Scotland,Neil Carter,Neil Miller Carter,N Carter,NM Carter
K Suttisan,Thailand,Kiatiwut Suttisan,0,K Suttisan,0
Y Saranonnakkun,Thailand,Yodsak Saranonnakkun,0,Y Saranonnakkun,0
T Yotharat,Thailand,Thanaphon Yotharat,0,T Yotharat,0
S Lateh,Thailand,Soraya Lateh,Soraya Lateh,S Lateh,Soraya Lateh
C Sutthiruang,Thailand,Chanida Sutthiruang,Chanida Sutthiruang,C Sutthiruang,Chanida Sutthiruang
P Maya,Thailand,Phannita Maya,Phannita Maya,P Maya,Phannita Maya
R Padunglerd,Thailand,Ratanaporn Padunglerd,Ratanaporn Padunglerd,R Padunglerd,Ratanaporn Padunglerd
Sarawut Maliwan,Thailand,Sarawut Maliwan,0,S Maliwan,0
W Uisuk,Thailand,Wanchana Uisuk,0,W Uisuk,0
T Putthawong,Thailand,Thipatcha Putthawong,Thipatcha Putthawong,T Putthawong,Thipatcha Putthawong
P Thongsa,Thailand,Phanuphong Thongsa,0,P Thongsa,0
W Liengprasert,Thailand,Wongpaka Liengprasert,Wongpaka Liengprasert,W Liengprasert,Wongpaka Liengprasert
M Faheem,Thailand,Mahsid Faheem,0,M Faheem,0
S Hongsi,Thailand,Sittipong Hongsi,0,S Hongsi,0
P Suanchuai,Thailand,Phiriyapong Suanchuai,0,P Suanchuai,0
K Senamontree,Thailand,Kamron Senamontree,0,K Senamontree,0
K Namchaikul,Thailand,Khanitson Namchaikul,0,K Namchaikul,0
Nanthita Boonsukham,Thailand,Nanthita Boonsukham,0,N Boonsukham,0
C Pengkumta,Thailand,Chanchai Pengkumta,0,C Pengkumta,0
S Laomi,Thailand,Suleeporn Laomi,Suleeporn Laomi,S Laomi,Suleeporn Laomi
R Kanoh,Thailand,Rosenanee Kanoh,Rosenanee Kanoh,R Kanoh,Rosenanee Kanoh
B Leephatthana,Thailand,Banthida Leephatthana,This is a list of Thailand women's One-day international cricketers. A One Day International,B Leephatthana,TialoTwOicAOD International
S Tippoch,Thailand,Sornnarin Tippoch,Sornnarin Tippoch,S Tippoch,Sornnarin Tippoch
Z Hoque,Thailand,Ziaul Hoque,0,Z Hoque,0
C Chatphaisan,Thailand,Chaloemwong Chatphaisan,0,C Chatphaisan,0
N Senamontree,Thailand,Nopphon Senamontree,0,N Senamontree,0
N Boochatham,Thailand,Nattaya Boochatham,Nattaya Boochatham,N Boochatham,Nattaya Boochatham
S Rungrueang,Thailand,Satarut Rungrueang,0,S Rungrueang,0
Vichanath Singh,Thailand,Vichanath Singh,0,V Singh,0
S Saengsakaorat,Thailand,Sirintra Saengsakaorat,Sirintra Saengsakaorat,S Saengsakaorat,Sirintra Saengsakaorat
N Chaiwai,Thailand,Naruemol Chaiwai,Naruemol Chaiwai,N Chaiwai,Naruemol Chaiwai
N Koncharoenkai,Thailand,Nannapat Koncharoenkai,Nannapat Koncharoenkai,N Koncharoenkai,Nannapat Koncharoenkai
N Pathan,Thailand,Naveed Pathan,0,N Pathan,0
P Desungnoen,Thailand,Panuwat Desungnoen,0,P Desungnoen,0
N Chantam,Thailand,Natthakan Chantam,Natthakan Chantham,N Chantam,Natthakan Chantham
N Nuntarach,Thailand,Narawit Nuntarach,0,N Nuntarach,0
Anowarul Islam,Thailand,Anowarul Islam,0,A Islam,0
J Pakhiaokajee,Thailand,Jeerasak Pakhiaokajee,0,J Pakhiaokajee,0
O Kamchomphu,Thailand,Onnicha Kamchomphu,Onnicha Kamchomphu,O Kamchomphu,Onnicha Kamchomphu
Ismail Sardar,Thailand,Ismail Sardar,0,I Sardar,0
S Khiaoto,Thailand,Suwanan Khiaoto,0,S Khiaoto,0
S Saenya,Thailand,Sainammin Saenya,Sainammin Saenya,S Saenya,Sainammin Saenya
J Coetzee,Thailand,Jandre Coetzee,Jandre Coetzee,J Coetzee,Jandre Coetzee
Md Shafiqul Haque,Thailand,Md Shafiqul Haque,0,M Shafiqul,0
S Chaturongrattana,Thailand,Sunida Chaturongrattana,0,S Chaturongrattana,0
Robert Raina,Thailand,Robert Raina,0,R Raina,0
S Desungnoen,Thailand,Sorawat Desungnoen,0,S Desungnoen,0
Alexandros Karvelas,Greece,Alexandros Karvelas,0,A Karvelas,0
A Argyropoulou,Greece,Aggeliki-ioanna Argyropoulou,0,A Argyropoulou,0
A Manousis,Greece,Anastasios Manousis,0,A Manousis,0
P Magafas,Greece,Panagiotis Magafas,0,P Magafas,0
M Vervitsioti,Greece,Maria-afroditi Vervitsioti,This is a list of Greece women Twenty20 International cricketers. A Women's Twenty20 International,M Vervitsioti,TialoGwTIcAWT International
S Bogdos,Greece,Spiridon Bogdos,0,S Bogdos,0
T Parisi-mesimeri,Greece,Theodora Parisi-mesimeri,0,T Parisi-mesimeri,0
Syed Amanullah,Greece,Syed Amanullah,0,S Amanullah,0
Arsalan Ahmed,Greece,Arsalan Ahmed,0,A Ahmed,0
S Georgota,Greece,Sofia-nefeli Georgota,0,S Georgota,0
A Makri,Greece,Adamantia Makri,0,A Makri,0
A Gasteratos,Greece,Andreas Gasteratos,0,A Gasteratos,0
S Gasteratos,Greece,Spiridon Gasteratos,0,S Gasteratos,0
Aslam Mohammad,Greece,Aslam Mohammad,0,A Mohammad,0
C Bogdanos,Greece,Christodoulos Bogdanos,0,C Bogdanos,0
T Zotos,Greece,Thomas Zotos,0,T Zotos,0
S Siriotis,Greece,Spiros Siriotis,0,S Siriotis,0
G Fatouros,Greece,Gerasimos Fatouros,0,G Fatouros,0
Asrar Ahmed,Greece,Asrar Ahmed,0,A Ahmed,0
A Savvani,Greece,Aggeliki Savvani,0,A Savvani,0
I Bardis,Greece,Ilias Bardis,0,I Bardis,0
Ali Abdulla Popalzae,Greece,Ali Abdulla Popalzae,0,A Abdulla,0
M Syrioti,Greece,Maria Syrioti,0,M Syrioti,0
M Polimeri,Greece,Maria Polimeri,0,M Polimeri,0
Rabia Iqbal,Spain,Rabia Iqbal,This is a list of Spain women Twenty20 International cricketers. A Women's Twenty20 International,R Iqbal,TialoSwTIcAWT International
Raja Adeel,Spain,Raja Adeel,Raja Adeel,R Adeel,Raja Adeel
C Munoz-Mills,Spain,Christian Munoz-Mills,0,C Munoz-Mills,0
Robiul Khan,Spain,Robiul Khan,0,R Khan,0
Tashiba Mirza,Spain,Tashiba Mirza,0,T Mirza,0
R Panchal,Spain,Ravi Panchal,0,R Panchal,0
Wania Malik,Spain,Wania Malik,0,W Malik,0
Muhammad Asjed,Spain,Muhammad Asjed,0,M Asjed,0
Mohammad Atif,Spain,Mohammad Atif,0,M Atif,0
Muskan Naseeb,Spain,Muskan Naseeb,0,M Naseeb,0
P Chilongia,Spain,Payal Chilongia,0,P Chilongia,0
EMC Fowler,Spain,Elspeth Fowler,Elspeth Marinha Compton Fowler,E Fowler,EMC Fowler
Zulqarnain Haider,Spain,Zulqarnain Haider,0,Z Haider,0
Uswa Syed,Spain,Uswa Syed,0,U Syed,0
Awais Ahmed,Spain,Awais Ahmed,0,A Ahmed,0
Shafat Ali Syed,Spain,Shafat Ali Syed,0,S Ali,0
J Trembeath-Moro,Spain,Josh Trembeath-Moro,0,J Trembeath-Moro,0
P Dhiman,Spain,Prince Dhiman,0,P Dhiman,0
J Perman,Spain,Jack Perman,0,J Perman,0
C Rumistrzewicz,Spain,Charlie Rumistrzewicz,0,C Rumistrzewicz,0
D Doyle-Calle,Spain,Daniel Doyle-Calle,0,D Doyle-Calle,0
Tauqeer Hussain,Spain,Tauqeer Hussain,Tauqeer Hussain,T Hussain,Tauqeer Hussain
Kuldeep Lal,Spain,Kuldeep Lal,0,K Lal,0
Yasir Ali,Spain,Yasir Ali,0,Y Ali,0
Mohammad Kamran,Spain,Mohammad Kamran,Fakhar Zaman,M Kamran,Fakhar Zaman
Hamza Dar,Spain,Hamza Dar,0,H Dar,0
Hifsa Butt,Spain,Hifsa Butt,0,H Butt,0
A Brown-Carrera,Spain,Amy Brown-Carrera,This is a list of Spain women Twenty20 International cricketers. A Women's Twenty20 International,A Brown-Carrera,TialoSwTIcAWT International
Vinod Kumar,Spain,Vinod Kumar,0,V Kumar,0
Mohammad Ihsan,Spain,Mohammad Ihsan,0,M Ihsan,0
Atif Mehmood,Spain,Atif Mehmood,0,A Mehmood,0
Abdullah Sheikh,Norway,Abdullah Sheikh,Abdullah Sheikh,A Sheikh,Abdullah Sheikh
Mirab Razwan,Norway,Mirab Razwan,0,M Razwan,0
Ahmadullah Shinwari,Norway,Ahmadullah Shinwari,0,A Shinwari,0
Lopamudra,Norway,Lopamudra,This is a list of Norway women Twenty20 International cricketers. A Women's Twenty20 International,Lopamudra,TialoNwTIcAWT International
Junaid Mehmood,Norway,Junaid Mehmood,0,J Mehmood,0
Mutaiba Ansar,Norway,Mutaiba Ansar,0,M Ansar,0
S Kunaratnam,Norway,Sagana Kunaratnam,This is a list of Norway women Twenty20 International cricketers. A Women's Twenty20 International,S Kunaratnam,TialoNwTIcAWT International
Hashir Hussain,Norway,Hashir Hussain,0,H Hussain,0
Bilal Safdar,Norway,Bilal Safdar,0,B Safdar,0
Ibrahim Rahimi,Norway,Ibrahim Rahimi,0,I Rahimi,0
Junaid Sheikh,Norway,Junaid Sheikh,Junaid Sheikh,J Sheikh,Junaid Sheikh
P Bhart,Norway,Prithvi Bhart,Prithvi Bhart,P Bhart,Prithvi Bhart
Pratik Agnihotri,Norway,Pratik Agnihotri,Pratik Agnihotri,P Agnihotri,Pratik Agnihotri
Hayatullah Niazi,Norway,Hayatullah Niazi,Hayatullah Niazi,H Niazi,Hayatullah Niazi
Javed Maroofkhail,Norway,Javed Maroofkhail,0,J Maroofkhail,0
Ayesha Hasan,Norway,Ayesha Hasan,This is a list of Norway women Twenty20 International cricketers. A Women's Twenty20 International,A Hasan,TialoNwTIcAWT International
Khizer Ahmed,Norway,Khizer Ahmed,Khizer Ahmed ,K Ahmed,KA 
A Rautela,Norway,Ananya Rautela,0,A Rautela,0
Raza Iqbal,Norway,Raza Iqbal,Raza Iqbal,R Iqbal,Raza Iqbal
Usman Arif,Norway,Usman Arif,0,U Arif,0
S Raveendrakumar,Norway,Sangeerthana Raveendrakumar,This is a list of Norway women Twenty20 International cricketers. A Women's Twenty20 International,S Raveendrakumar,TialoNwTIcAWT International
Ali Saleem,Norway,Ali Saleem,0,A Saleem,0
Sher Sahak,Norway,Sher Sahak,0,S Sahak,0
Ansar Iqbal,Norway,Ansar Iqbal,Ansar Iqbal,A Iqbal,Ansar Iqbal
R Immadi,Norway,Ramya Immadi,0,R Immadi,0
Tafseer Ali,Norway,Tafseer Ali,Tafseer Ali,T Ali,Tafseer Ali
Qamar Mushtaque,Norway,Qamar Mushtaque,0,Q Mushtaque,0
Mahnoor Akram,Norway,Mahnoor Akram,0,M Akram,0
Rafaqat Ali,Norway,Rafaqat Ali,0,R Ali,0
Aminullah Tanha,Norway,Aminullah Tanha,0,A Tanha,0
Vinay Ravi,Norway,Vinay Ravi,0,V Ravi,0
Hina Hussain,Norway,Hina Hussain,This is a list of Norway women Twenty20 International cricketers. A Women's Twenty20 International,H Hussain,TialoNwTIcAWT International
Bijeyata Kumari,Norway,Bijeyata Kumari,0,B Kumari,0
Nouman Butt,Norway,Nouman Butt,0,N Butt,0
Farial Zia Safdar,Norway,Farial Zia Safdar,0,F Zia,0
Chaudhary Akram,Norway,Chaudhary Akram,0,C Akram,0
S Jadhav,Norway,Samruddhi Jadhav,This is a list of Norway women Twenty20 International cricketers. A Women's Twenty20 International,S Jadhav,TialoNwTIcAWT International
Nazakat Ali,Norway,Nazakat Ali,Nazakat Ali,N Ali,Nazakat Ali
A Dastgir,Norway,Amna Dastgir,0,A Dastgir,0
Wahidullah Sahak,Norway,Wahidullah Sahak,0,W Sahak,0
Pooja Kumari,Norway,Pooja Kumari,0,P Kumari,0
Faizan Mumtaz,Norway,Faizan Mumtaz,0,F Mumtaz,0
Walid Ghauri,Norway,Walid Ghauri,Walid Ghauri,W Ghauri,Walid Ghauri
Assad Mehmood,Portugal,Assad Mehmood,0,A Mehmood,0
Sirajullah Khadim,Portugal,Sirajullah Khadim,Sirajullah Khadim,S Khadim,Sirajullah Khadim
Mubeen Tariq,Portugal,Mubeen Tariq,0,M Tariq,0
F Stoman,Portugal,Francoise Stoman,0,F Stoman,0
Zohaib Sarwar,Portugal,Zohaib Sarwar,0,Z Sarwar,0
Tariq Aziz,Portugal,Tariq Aziz,Tariq Aziz,T Aziz,Tariq Aziz
SP Gomes,Portugal,Sharn Gomes,Sharn Patrick Gomes,S Gomes,SP Gomes
Suman Ghimire,Portugal,Suman Ghimire,0,S Ghimire,0
M Machado,Portugal,Miguel Machado,0,M Machado,0
Fakhrul Mohon,Portugal,Fakhrul Mohon,0,F Mohon,0
Amandeep Singh,Portugal,Amandeep Singh,0,A Singh,0
M Stoman,Portugal,Miguel Stoman,0,M Stoman,0
Imran Khan,Portugal,Imran Khan,0,I Khan,0
Arslan Ahmed,Portugal,Arslan Ahmed,0,A Ahmed,0
P Buccimazza,Portugal,Paolo Buccimazza,0,P Buccimazza,0
Junaid Khan,Portugal,Junaid Khan,0,J Khan,0
Azhar Andani,Portugal,Azhar Andani,0,A Andani,0
S Singh,Portugal,Sukhwinder Singh,0,S Singh,0
Syed Maisam Ali,Portugal,Syed Maisam Ali,0,S Maisam,0
Najjam Shahzad,Portugal,Najjam Shahzad,0,N Shahzad,0
Ali Naqi,Portugal,Ali Naqi,0,A Naqi,0
Aamer Ikram,Portugal,Aamer Ikram,0,A Ikram,0
Amir Zaib,Portugal,Amir Zaib,0,A Zaib,0
S Snater,Netherlands,Shane Snater,Shane Snater,S Snater,Shane Snater
A Dutt,Netherlands,Aryan Dutt,Aryan Dutt,A Dutt,Aryan Dutt
P Molkenboer,Netherlands,Phebe Molkenboer,0,P Molkenboer,0
DJ Reekers,Netherlands,Darron Reekers,Darron John Reekers,D Reekers,DJ Reekers
SJ Myburgh,Netherlands,Stephan Myburgh,Stephanus Johannes Myburgh,S Myburgh,SJ Myburgh
AS Tanke,Netherlands,Annemarie Tanke,Anne-Maria Suzanne Tanke,A Tanke,AS Tanke
L Klokgieters,Netherlands,Lisa Klokgieters,Lisa Klokgieters,L Klokgieters,Lisa Klokgieters
Mariska Kornet,Netherlands,Mariska Kornet,Mariska Kornet,M Kornet,Mariska Kornet
HC Overdijk,Netherlands,Hidde Overdijk,Hidde C Overdijk,H Overdijk,HC Overdijk
TLW Cooper,Netherlands,Tom Cooper,Tom Lexley William Cooper,T Cooper,TLW Cooper
BN Cooper,Netherlands,Ben Cooper,Benjamin Nicolas Cooper,B Cooper,BN Cooper
AJ Staal,Netherlands,Antonius Staal,Antonius J Staal,A Staal,AJ Staal
F Overdijk,Netherlands,Frederique Overdijk,Frederique Overdijk,F Overdijk,Frederique Overdijk
TS Braat,Netherlands,Sebastiaan Braat,Thomas Sebastiaan Braat,S Braat,TS Braat
VCE Wattenberg,Netherlands,Violet Wattenberg,Violet Cornelia Elizabeth Wattenberg,V Wattenberg,VCE Wattenberg
JF Kloppenburg,Netherlands,Feiko Kloppenburg,Jan Feiko Kloppenburg,F Kloppenburg,JF Kloppenburg
Adeel Raja,Netherlands,Adeel Raja,Mohammad Adeel Khalid Raja,A Raja,MAK Raja
MBS Jonkman,Netherlands,Mark Jonkman,Mark Benjamin Sebastiaan Jonkman,M Jonkman,MBS Jonkman
BHG Gorlee,Netherlands,Boris Gorlee,Boris Harro Gabriel Gorlee,B Gorlee,BHG Gorlee
MR Swart,Netherlands,Michael Swart,Michael Richard Swart,M Swart,MR Swart
MP O'Dowd,Netherlands,Max O'Dowd,Maxwell Patrick O'Dowd,M O'Dowd,MP O'Dowd
M Veringmeier,Netherlands,Miranda Veringmeier,Miranda Veringmeier,M Veringmeier,Miranda Veringmeier
R Rijke,Netherlands,Robine Rijke,Robine Rijke,R Rijke,Robine Rijke
VJ Kingma,Netherlands,Vivian Kingma,Vivian Jilling Kingma,V Kingma,VJ Kingma
Saqib Zulfiqar,Netherlands,Saqib Zulfiqar,Saqib Zulfiqar,S Zulfiqar,Saqib Zulfiqar
JC Hartenhof,Netherlands,Jolet Hartenhof,Jolet Caroline Hartenhof,J Hartenhof,JC Hartenhof
Sikander Zulfiqar,Netherlands,Sikander Zulfiqar,Sikander Zulfiqar,S Zulfiqar,Sikander Zulfiqar
LM Hoitink,Netherlands,Leonie Hoitink,Leonie Martine Hoitink,L Hoitink,LM Hoitink
DM Braat,Netherlands,Marloes Braat,Dani\xc3\xablle Marloes Braat,M Braat,DM Braat
Mohammad Kashif,Netherlands,Mohammad Kashif,Mohammad Kashif Hussain,M Kashif,MK Hussain
SA Edwards,Netherlands,Scott Edwards,Scott Andrew Edwards,S Edwards,SA Edwards
DP Nannes,Netherlands,Dirk Nannes,Dirk Peter Nannes,D Nannes,DP Nannes
PRP Boissevain,Netherlands,Philippe Boissevain,Philippe Ronald Peter Boissevain,P Boissevain,PRP Boissevain
PW Borren,Netherlands,Peter Borren,Peter William Borren,P Borren,PW Borren
